PENTAD,INDEX_4,INDEX_8,INDEX_9
19891119,-0.65,0.69,0.46
19891124,-0.42,0.18,0.56
19891129,0.66,-0.97,-0.31
19891204,0.97,-0.96,-0.87
19891209,0.85,-0.91,-0.74
19891214,1.07,-1.04,-0.96
19891219,0.83,-0.62,-0.8
19891224,1.16,-0.68,-1.4
19891229,0.68,-0.18,-1.01
19900103,0.6,0.14,-1.21
19900108,-0.46,0.87,-0.04
19900113,-0.55,0.89,0.17
19900118,-1.4,1.12,1.5
19900123,-1.16,0.99,1.12
19900128,-1.04,0.55,1.31
19900202,0.69,-0.94,-0.31
19900207,1.23,-1.21,-1.07
19900212,1.47,-1.19,-1.51
19900217,2.19,-1.68,-2.34
19900222,1.05,-0.33,-1.59
19900227,0.01,0.56,-0.49
19900304,-1.49,1.93,0.85
19900309,-3.03,2.84,2.8
19900314,-2.39,1.92,2.52
19900319,-0.92,0.2,1.47
19900324,0.13,-0.69,0.5
19900329,1.87,-1.94,-1.5
19900403,1.05,-0.62,-1.31
19900408,-0.31,1.21,-0.58
19900413,-1.38,1.68,0.9
19900418,-1.84,1.46,1.82
19900423,-0.65,0.05,1.15
19900428,0.88,-0.98,-0.6
19900503,0.54,-0.35,-0.74
19900508,0.68,-0.2,-1.06
19900513,-0.53,1.21,-0.25
19900518,-1.66,1.95,1.1
19900523,-1.39,1.36,1.18
19900528,-0.72,0.73,0.58
19900602,-0.9,0.79,0.88
19900607,-0.68,0.53,0.73
19900612,0.07,-0.22,0.16
19900617,-0.65,0.69,0.44
19900622,-0.76,0.6,0.89
19900627,-0.46,0.15,0.72
19900702,0.59,-0.67,-0.37
19900707,0.04,0,-0.04
19900712,-0.2,0.11,0.33
19900717,-0.2,0.11,0.22
19900722,-0.55,0.61,0.44
19900727,-0.35,0.47,0.18
19900801,-0.03,-0.14,0.19
19900806,0.21,-0.34,0.02
19900811,0.06,-0.19,0.21
19900816,-1.04,0.95,0.96
19900821,-1.54,0.81,2.08
19900826,-0.02,-0.44,0.45
19900831,-0.64,0.7,0.41
19900905,-1.09,1.08,0.88
19900910,-0.53,0.29,0.67
19900915,0.05,0.08,-0.23
19900920,0.15,0.1,-0.42
19900925,-0.18,0.55,-0.26
19900930,-0.86,1.03,0.52
19901005,-0.5,0.08,0.74
19901010,0.92,-0.94,-0.74
19901015,1.71,-1.51,-1.66
19901020,1.17,-0.96,-1.15
19901025,1.39,-0.93,-1.54
19901030,0.56,0.08,-1.09
19901104,-1.17,1.41,0.74
19901109,-1.39,1.45,1.05
19901114,-0.63,0.12,0.96
19901119,0.63,-1.09,-0.06
19901124,0.52,-0.64,-0.25
19901129,-0.49,-0.04,0.99
19901204,1.53,-1.77,-0.9
19901209,2.05,-1.54,-2.2
19901214,0.03,0.53,-0.62
19901219,-1.49,1.51,1.18
19901224,-0.37,0.2,0.49
19901229,0.19,-0.46,0.18
19910103,0.5,-0.49,-0.37
19910108,0,0.11,0
19910113,0.45,-0.53,-0.18
19910118,1.29,-1.11,-1.31
19910123,-0.25,0.67,-0.31
19910128,-0.69,0.63,0.64
19910202,-0.31,-0.04,0.54
19910207,0.28,-0.43,-0.14
19910212,0.2,-0.09,-0.28
19910217,-0.76,0.76,0.6
19910222,-1.77,1.43,1.7
19910227,0,-0.54,0.59
19910304,0.7,-1.02,-0.28
19910309,0.52,-0.61,-0.27
19910314,0.33,-0.29,-0.27
19910319,0.09,0.02,-0.22
19910324,0.72,-0.66,-0.66
19910329,1.23,-0.67,-1.67
19910403,0.15,0.18,-0.6
19910408,0.27,-0.09,-0.4
19910413,0.2,0.08,-0.48
19910418,-0.4,0.79,-0.16
19910423,-0.9,1.08,0.58
19910428,-1.17,0.93,1.24
19910503,-0.98,0.63,1.09
19910508,-0.09,-0.28,0.45
19910513,0.89,-1.4,-0.16
19910518,2,-2.14,-1.45
19910523,1.68,-1.09,-2.09
19910528,0.74,-0.12,-1.37
19910602,0.18,0.28,-0.63
19910607,-0.79,0.87,0.59
19910612,-1.25,0.91,1.44
19910617,-0.45,-0.19,1.1
19910622,1.1,-1.79,-0.16
19910627,1.58,-1.63,-1.18
19910702,0.35,-0.2,-0.47
19910707,-0.04,0.18,-0.07
19910712,0.11,-0.17,0.05
19910717,-0.72,0.69,0.65
19910722,-1.02,0.88,0.97
19910727,-0.15,-0.24,0.53
19910801,0.49,-0.57,-0.22
19910806,-0.16,0.32,-0.06
19910811,-1.03,1.14,0.66
19910816,-1.38,1.52,0.93
19910821,-1.14,1.13,0.97
19910826,-1.53,1.42,1.36
19910831,-0.68,0.33,0.96
19910905,-1.53,1.2,1.53
19910910,-0.64,0.09,1.11
19910915,0.52,-1.11,0.2
19910920,0.65,-0.99,-0.18
19910925,-0.19,0.16,0.15
19910930,-0.06,-0.4,0.54
19911005,1.18,-1.47,-0.65
19911010,0.96,-0.88,-0.89
19911015,-0.3,0.51,-0.01
19911020,-1.3,1.59,0.75
19911025,-1.13,1.14,0.93
19911030,-1.05,0.63,1.32
19911104,-0.64,0.29,0.91
19911109,-0.51,0.02,0.95
19911114,0.25,-0.69,0.19
19911119,0.46,-0.43,-0.42
19911124,-0.1,0.16,0.09
19911129,0.17,-0.45,0.2
19911204,0.44,-0.75,0
19911209,0.3,-0.69,0.04
19911214,1.67,-1.78,-1.39
19911219,1.79,-1.08,-2.19
19911224,-0.35,1.04,-0.35
19911229,-1.37,1.32,1.24
19920103,-1.37,1,1.55
19920108,-1.14,0.44,1.63
19920113,0.66,-1.2,-0.01
19920118,0.5,-0.66,-0.31
19920123,1.18,-1.4,-0.75
19920128,1.66,-1.57,-1.47
19920202,1.06,-1.05,-1
19920207,0.96,-0.93,-0.72
19920212,0.6,-0.57,-0.33
19920217,-1.11,0.92,1.23
19920222,-1.36,1.03,1.57
19920227,-1.04,0.79,1.21
19920304,-2.02,1.48,2.29
19920309,-0.6,-0.23,1.38
19920314,0.74,-1.34,-0.01
19920319,1.8,-2.39,-0.9
19920324,2.16,-2.21,-1.66
19920329,1.83,-1.42,-1.93
19920403,0.01,0.38,-0.56
19920408,-0.54,0.46,0.54
19920413,-0.25,-0.5,1.01
19920418,0.21,-0.69,0.28
19920423,0.39,-0.67,0.09
19920428,1.1,-1.11,-0.79
19920503,0.52,-0.43,-0.51
19920508,-0.73,0.71,0.59
19920513,-0.87,0.59,1.01
19920518,-0.23,-0.41,0.85
19920523,0.48,-0.81,-0.03
19920528,0.42,-0.76,0.01
19920602,0.74,-0.75,-0.58
19920607,0.81,-0.62,-0.9
19920612,-0.26,0.41,0.02
19920617,-0.26,0.32,0.17
19920622,-0.51,0.21,0.75
19920627,0.5,-0.58,-0.35
19920702,0.3,-0.62,0.09
19920707,0.74,-0.88,-0.42
19920712,1.29,-1.07,-1.32
19920717,-0.27,0.47,-0.09
19920722,-0.61,0.77,0.38
19920727,-0.25,0.4,0.05
19920801,-0.48,0.5,0.35
19920806,-0.3,0.16,0.44
19920811,0.3,-0.26,-0.23
19920816,-0.69,0.74,0.53
19920821,-0.84,0.73,0.82
19920826,-0.22,0.23,0.11
19920831,-0.97,0.93,0.82
19920905,-1.18,0.8,1.35
19920910,-0.6,0.1,1.12
19920915,0.36,-1.04,0.48
19920920,1.08,-1.33,-0.66
19920925,0.75,-0.48,-0.77
19920930,0.32,-0.12,-0.42
19921005,0.58,-0.19,-0.84
19921010,-0.45,0.93,-0.13
19921015,-1.09,1.38,0.56
19921020,-1.55,1.43,1.39
19921025,-1.61,1.13,1.8
19921030,-0.02,-0.31,0.24
19921104,0.82,-1.03,-0.45
19921109,0.85,-0.85,-0.76
19921114,0.53,-0.36,-0.53
19921119,-0.25,0.2,0.29
19921124,0.19,-0.3,0.01
19921129,1.26,-1.09,-1.13
19921204,0.82,-0.52,-0.93
19921209,0.56,-0.56,-0.53
19921214,0.93,-0.76,-0.99
19921219,-0.65,0.9,0.23
19921224,-0.78,0.75,0.59
19921229,-0.4,-0.04,0.68
19930103,0.81,-1.4,-0.07
19930108,2.9,-2.73,-2.61
19930113,2.09,-1.12,-2.61
19930118,0.22,0.91,-1.25
19930123,-1.74,1.97,1.26
19930128,-1.54,0.93,1.88
19930202,-0.65,-0.31,1.49
19930207,0.97,-1.76,-0.02
19930212,0.68,-0.89,-0.3
19930217,-0.08,-0.12,0.26
19930222,-0.47,0.35,0.4
19930227,0.01,-0.05,0
19930304,0.67,-0.51,-0.72
19930309,-0.55,1.17,-0.15
19930314,-1.49,1.37,1.5
19930319,-1.12,0.43,1.79
19930324,0,-0.19,0.4
19930329,-0.25,0.14,0.36
19930403,-0.86,0.58,0.95
19930408,-0.98,0.81,1.08
19930413,-0.11,-0.28,0.49
19930418,0.18,-0.51,0.16
19930423,0.23,-0.35,-0.06
19930428,0.39,-0.5,-0.15
19930503,0.04,-0.01,-0.05
19930508,-0.43,0.26,0.59
19930513,0.25,-0.59,0.14
19930518,0.93,-0.93,-0.71
19930523,0.51,-0.6,-0.21
19930528,1.08,-0.74,-1.24
19930602,-0.13,0.64,-0.54
19930607,-1.28,1.33,1
19930612,-0.81,0.31,1.27
19930617,0.29,-0.69,0.27
19930622,1.26,-1.44,-0.83
19930627,1.09,-1.01,-0.94
19930702,1.43,-1.18,-1.41
19930707,-0.21,0.38,-0.04
19930712,0.16,-0.14,-0.14
19930717,0.3,-0.11,-0.46
19930722,-0.39,0.54,0.05
19930727,-0.85,0.9,0.66
19930801,-1.29,0.93,1.44
19930806,-1.25,0.8,1.52
19930811,0.09,-0.72,0.6
19930816,0.4,-0.61,-0.07
19930821,0.72,-0.79,-0.53
19930826,0.38,-0.5,-0.18
19930831,0.3,-0.27,-0.3
19930905,0.16,-0.17,-0.07
19930910,0.26,-0.11,-0.29
19930915,0.02,0.02,-0.06
19930920,0.19,-0.16,-0.18
19930925,0.22,-0.11,-0.29
19930930,-0.36,0.44,0.26
19931005,0.02,0.14,-0.26
19931010,-0.19,-0.09,0.48
19931015,0.16,-0.28,0.02
19931020,-0.52,0.46,0.48
19931025,0.48,-1.05,0.19
19931030,2.25,-2.32,-1.85
19931104,1.81,-1.19,-2.07
19931109,0,0.36,-0.31
19931114,-0.9,0.7,0.97
19931119,0.68,-0.75,-0.54
19931124,0.61,-0.46,-0.63
19931129,0.81,-0.25,-1.25
19931204,-0.82,1.31,0.1
19931209,-0.83,1.04,0.56
19931214,-0.44,0.42,0.38
19931219,-0.79,0.73,0.66
19931224,-0.15,-0.01,0.2
19931229,-0.29,0.14,0.33
19940103,0.11,-0.14,-0.16
19940108,0.35,-0.48,-0.21
19940113,0.95,-0.8,-0.91
19940118,-0.1,0.3,-0.14
19940123,-0.27,0.62,-0.17
19940128,0.86,-0.59,-0.99
19940202,1.6,-1.12,-1.86
19940207,0.75,0.04,-1.31
19940212,0.2,0.72,-1.07
19940217,-1.33,1.88,0.57
19940222,-0.99,0.77,1.1
19940227,0.53,-0.78,-0.15
19940304,1.23,-1.12,-1.1
19940309,0.51,-0.18,-0.89
19940314,0.03,0.56,-0.66
19940319,-0.23,0.58,-0.15
19940324,-1.13,1.33,0.7
19940329,0.17,-0.17,-0.06
19940403,0.06,0.01,-0.24
19940408,-0.31,0.23,0.31
19940413,0.24,-0.29,-0.25
19940418,-0.06,0.17,-0.16
19940423,0.11,-0.04,-0.13
19940428,0.79,-0.35,-1.07
19940503,-1.22,1.42,0.68
19940508,-1.59,1.28,1.62
19940513,-0.81,0.07,1.31
19940518,1.12,-1.47,-0.5
19940523,1.74,-1.57,-1.57
19940528,0.47,-0.33,-0.5
19940602,0.67,-0.52,-0.67
19940607,-0.24,0.7,-0.3
19940612,-1.72,1.77,1.38
19940617,-1.13,0.93,1.2
19940622,0.66,-0.73,-0.55
19940627,0.56,-0.41,-0.66
19940702,-0.05,0.32,-0.25
19940707,-1.1,1.26,0.72
19940712,-1.3,1.16,1.2
19940717,-0.57,0.35,0.73
19940722,-0.48,0.08,0.75
19940727,-1.1,0.87,1.1
19940801,-0.6,0.48,0.59
19940806,0.11,-0.18,0.02
19940811,1.04,-1.15,-0.72
19940816,0.56,-0.57,-0.53
19940821,-0.49,0.39,0.47
19940826,-0.48,0.51,0.37
19940831,-0.44,0.54,0.28
19940905,-0.68,0.59,0.63
19940910,-1.09,0.66,1.35
19940915,-0.68,0.28,0.99
19940920,0.2,-0.98,0.54
19940925,0.57,-1.32,0.33
19940930,0.93,-1.66,-0.03
19941005,1.79,-1.77,-1.48
19941010,1.04,-1.26,-0.62
19941015,1.6,-1.74,-1.13
19941020,1.47,-1.31,-1.36
19941025,0.41,-0.28,-0.46
19941030,0.35,-0.6,-0.08
19941104,1.65,-1.74,-1.2
19941109,1.64,-1.34,-1.56
19941114,1.25,-0.95,-1.26
19941119,1.17,-0.93,-1.14
19941124,1.34,-1.2,-1.16
19941129,0.04,0.26,-0.3
19941204,-0.58,0.91,0.15
19941209,-1.47,1.4,1.29
19941214,-0.93,0.83,0.89
19941219,-0.61,0.06,1.04
19941224,0.78,-1.31,-0.13
19941229,0.64,-0.4,-0.74
19950103,0.23,0.07,-0.42
19950108,0.55,-0.36,-0.63
19950113,0.03,0.07,-0.15
19950118,-0.6,0.71,0.43
19950123,-1.31,1.29,1.22
19950128,-0.74,0.34,1.04
19950202,0.51,-0.63,-0.27
19950207,0.54,-0.33,-0.74
19950212,-0.35,0.65,-0.06
19950217,-0.69,0.79,0.53
19950222,0.72,-0.49,-0.82
19950227,-0.48,1.07,-0.23
19950304,-1.68,1.67,1.43
19950309,-0.52,-0.15,1.08
19950314,0.87,-1.11,-0.44
19950319,1.06,-1.12,-1.04
19950324,0.5,-0.1,-0.94
19950329,-0.86,1.14,0.4
19950403,-0.56,0.62,0.41
19950408,-0.73,0.48,0.83
19950413,0.04,-0.5,0.4
19950418,1.23,-1.23,-1.13
19950423,0.97,-0.76,-1.14
19950428,1.51,-1.26,-1.48
19950503,1.57,-0.89,-2.07
19950508,0.36,0.45,-1.21
19950513,-1.58,1.75,1.12
19950518,-0.98,0.33,1.51
19950523,0.91,-1.53,-0.28
19950528,1.17,-1.11,-1.12
19950602,0.5,-0.29,-0.63
19950607,0.99,-0.8,-1.08
19950612,0.94,-0.69,-1.1
19950617,0.47,-0.06,-0.79
19950622,0.75,-0.63,-0.7
19950627,1.17,-0.98,-1.2
19950702,1.41,-0.86,-1.71
19950707,0.31,0.26,-0.92
19950712,-1,0.81,0.97
19950717,0.35,-0.47,-0.06
19950722,1.53,-1.41,-1.4
19950727,1.23,-0.74,-1.48
19950801,2.12,-1.33,-2.62
19950806,1.22,-0.61,-1.66
19950811,1.92,-1.42,-2.11
19950816,2.12,-1.64,-2.22
19950821,1.87,-1.31,-2.21
19950826,1.09,-0.38,-1.72
19950831,-0.21,0.67,-0.36
19950905,-0.47,0.49,0.35
19950910,0.61,-0.62,-0.53
19950915,1.13,-0.83,-1.3
19950920,-0.1,0.13,-0.06
19950925,0.08,0.07,-0.3
19950930,0.64,-0.24,-0.96
19951005,0.32,-0.25,-0.34
19951010,0.73,-0.97,-0.29
19951015,1,-0.88,-0.97
19951020,0.64,-0.37,-0.79
19951025,0.62,-0.46,-0.66
19951030,0.19,0.22,-0.62
19951104,-0.61,1.03,0.1
19951109,0.24,0.05,-0.47
19951114,0.17,0.12,-0.43
19951119,-0.22,0.5,-0.05
19951124,-0.86,0.74,0.85
19951129,0.33,-0.55,-0.12
19951204,0.51,-0.66,-0.34
19951209,0.13,-0.65,0.37
19951214,0.36,-0.87,0.12
19951219,0.48,-0.71,-0.19
19951224,0.67,-0.63,-0.56
19951229,0.13,0.05,-0.2
19960103,0.53,-0.46,-0.37
19960108,0.35,-0.07,-0.48
19960113,0.6,-0.5,-0.51
19960118,0.89,-0.47,-1.11
19960123,-0.28,0.61,-0.09
19960128,-0.6,0.71,0.4
19960202,0.13,0.23,-0.39
19960207,0.27,0.01,-0.51
19960212,0.86,-0.6,-0.96
19960217,0.93,-0.59,-1.08
19960222,0.33,0.1,-0.77
19960227,0,0.05,-0.12
19960304,-0.28,-0.08,0.53
19960309,0.41,-0.81,0.01
19960314,1.96,-2,-1.62
19960319,1.55,-0.92,-1.97
19960324,0.67,0.12,-1.37
19960329,0.07,0.81,-0.86
19960403,-1.24,1.44,0.85
19960408,-0.97,0.7,1.09
19960413,0.14,-0.45,0.1
19960418,1.15,-0.88,-1.3
19960423,0.46,-0.05,-0.97
19960428,-0.32,0.67,-0.06
19960503,-0.57,0.74,0.31
19960508,-1.48,1.07,1.63
19960513,-0.21,-0.34,0.75
19960518,0.73,-1.1,-0.28
19960523,1.25,-1.19,-1.18
19960528,1.09,-0.74,-1.39
19960602,0.88,-0.15,-1.55
19960607,1.2,-0.1,-2.22
19960612,0.58,0.36,-1.53
19960617,-0.69,0.83,0.38
19960622,-0.02,-0.16,0.25
19960627,1.67,-1.85,-1.09
19960702,2.25,-1.52,-2.59
19960707,1.48,-0.55,-2.29
19960712,0.01,0.52,-0.7
19960717,-1.06,0.94,0.97
19960722,-0.66,0.54,0.72
19960727,-0.55,0.57,0.41
19960801,-0.78,0.62,0.67
19960806,0.24,-0.55,0.16
19960811,1.56,-1.68,-1.1
19960816,1.78,-1.31,-1.98
19960821,0.8,-0.17,-1.41
19960826,0.77,-0.1,-1.33
19960831,0.33,0.07,-0.72
19960905,0.13,0.16,-0.44
19960910,-0.48,0.92,-0.14
19960915,-0.91,1.05,0.57
19960920,-0.57,0.37,0.67
19960925,0.22,-0.34,-0.12
19960930,0.2,0.05,-0.43
19961005,0.57,-0.42,-0.58
19961010,1.11,-0.97,-1.08
19961015,0.95,-0.68,-1.12
19961020,0.09,0.44,-0.67
19961025,-1.06,1.36,0.48
19961030,-1.29,1.19,1.14
19961104,-1.65,1.65,1.34
19961109,-1.45,0.84,1.81
19961114,1.45,-2.2,-0.38
19961119,2.27,-2.32,-1.81
19961124,0.72,-0.44,-0.91
19961129,-0.22,0.34,0.17
19961204,0.23,0.1,-0.42
19961209,-0.61,1.1,0.12
19961214,-1.63,2.05,0.98
19961219,-1.7,1.81,1.21
19961224,-1.75,1.2,1.87
19961229,0.27,-0.97,0.49
19970103,0.85,-1.13,-0.43
19970108,0.59,-0.71,-0.43
19970113,0.63,-0.25,-0.92
19970118,-0.57,0.89,0.22
19970123,-0.81,0.82,0.7
19970128,-0.37,0.46,0.27
19970202,-0.47,0.64,0.36
19970207,-0.88,1.21,0.55
19970212,-1.28,1.68,0.8
19970217,-1.76,2.11,1.2
19970222,-1.58,1.65,1.31
19970227,-1.59,1.1,1.79
19970304,-1.99,1.24,2.27
19970309,-2.08,1.25,2.51
19970314,-0.15,-0.8,1.08
19970319,1.13,-1.96,-0.06
19970324,2.9,-3.2,-2.17
19970329,2.88,-2.05,-3.27
19970403,0.54,0.27,-1.43
19970408,-0.89,1.05,0.59
19970413,-0.54,0.35,0.61
19970418,1.02,-1.44,-0.42
19970423,2.45,-2.4,-1.98
19970428,1.04,-0.7,-1.27
19970503,-0.63,0.94,0.17
19970508,0.68,-0.47,-0.66
19970513,0.29,0.14,-0.68
19970518,-2.18,1.94,2.02
19970523,-1.25,0.09,2.19
19970528,-0.04,-1.09,1.14
19970602,0.95,-1.83,0.11
19970607,1.28,-2.07,-0.17
19970612,2.79,-3.26,-1.97
19970617,1.69,-1.56,-1.53
19970622,0.3,-0.35,-0.23
19970627,1.31,-0.95,-1.41
19970702,-0.37,0.63,0
19970707,-1.63,1.57,1.42
19970712,-1.1,0.88,1.12
19970717,-0.36,0.19,0.42
19970722,-0.82,0.56,0.91
19970727,-0.7,0,1.35
19970801,-0.91,0.27,1.4
19970806,-1.49,0.8,2.01
19970811,-0.87,-0.02,1.59
19970816,-0.15,-0.24,0.49
19970821,0.13,-0.33,0.13
19970826,-0.02,-0.67,0.72
19970831,-0.3,-0.32,0.95
19970905,0.79,-1.41,-0.03
19970910,0.82,-1.01,-0.49
19970915,0.26,-0.64,0.23
19970920,0.7,-1.19,-0.03
19970925,1.03,-1.48,-0.33
19970930,0.56,-0.96,-0.11
19971005,0.5,-0.95,0.02
19971010,1.52,-1.88,-0.91
19971015,3.14,-3.11,-2.67
19971020,0.98,-1.02,-0.9
19971025,-0.35,-0.19,0.76
19971030,0.68,-1.07,-0.21
19971104,1.15,-1.64,-0.44
19971109,2.07,-2.42,-1.22
19971114,3.09,-2.85,-2.83
19971119,1.46,-1.16,-1.49
19971124,0.99,-1.18,-0.49
19971129,1.67,-1.86,-1.15
19971204,1.61,-1.24,-1.69
19971209,1.14,-0.93,-1.15
19971214,1.55,-1.43,-1.44
19971219,0.36,-0.21,-0.4
19971224,-0.87,0.76,0.81
19971229,-0.55,0.29,0.6
19980103,-0.47,-0.24,1.09
19980108,1.28,-2.11,-0.14
19980113,1.3,-1.52,-0.78
19980118,0.34,-0.43,-0.15
19980123,0.06,-0.56,0.54
19980128,1.18,-1.47,-0.72
19980202,1.41,-1.33,-1.08
19980207,2.53,-2.42,-2.07
19980212,1.66,-1.44,-1.59
19980217,0.56,-0.24,-0.74
19980222,0.9,-1.19,-0.37
19980227,1.27,-1.24,-1.03
19980304,0.84,-1.03,-0.37
19980309,0.77,-1.2,0
19980314,-0.11,-0.48,0.76
19980319,0.52,-1.23,0.25
19980324,1.76,-2.06,-1.16
19980329,1.5,-1.52,-1.19
19980403,1.84,-1.86,-1.42
19980408,1.97,-1.88,-1.59
19980413,1.01,-0.85,-0.97
19980418,0.43,-0.52,-0.22
19980423,0.71,-1.11,-0.17
19980428,1.8,-1.96,-1.33
19980503,2.62,-2.39,-2.39
19980508,1.49,-0.67,-2.1
19980513,-0.29,1.13,-0.59
19980518,-1.39,1.39,1.18
19980523,-0.74,0.55,0.88
19980528,0.66,-1.04,-0.16
19980602,1.39,-1.11,-1.58
19980607,0.18,0.22,-0.7
19980612,0.23,-0.14,-0.26
19980617,0.87,-0.85,-0.76
19980622,0.43,0.22,-1.01
19980627,0.69,-0.13,-1.23
19980702,0.57,-0.15,-0.95
19980707,0.67,-0.26,-0.99
19980712,0.68,-0.29,-1.05
19980717,0.99,-0.4,-1.52
19980722,0.28,0.37,-0.97
19980727,0.23,0.31,-0.78
19980801,0.14,0.01,-0.35
19980806,0.45,-0.36,-0.43
19980811,1.05,-0.7,-1.28
19980816,1.2,-0.49,-1.79
19980821,0.91,-0.12,-1.59
19980826,0.56,-0.28,-0.7
19980831,0.95,-0.99,-0.67
19980905,1.26,-1.42,-0.91
19980910,0.72,-0.56,-0.8
19980915,0.76,-0.16,-1.37
19980920,-0.08,0.78,-0.84
19980925,-0.36,1.03,-0.57
19980930,-0.99,1.6,0.11
19981005,-1.38,1.59,0.9
19981010,-0.2,0.21,0.13
19981015,-0.51,0.66,0.27
19981020,0.01,0.11,-0.15
19981025,0.11,0.19,-0.38
19981030,-0.69,0.91,0.38
19981104,0.38,-0.27,-0.39
19981109,-0.6,0.87,0.07
19981114,-1.29,1.14,1.16
19981119,-0.77,0.26,1.04
19981124,-0.16,-0.14,0.39
19981129,0.1,-0.49,0.23
19981204,0.82,-0.54,-1.06
19981209,-0.09,0.67,-0.6
19981214,-0.9,0.9,0.68
19981219,-0.14,-0.05,0.33
19981224,0.21,-0.16,-0.27
19981229,0.28,-0.09,-0.5
19990103,0.54,-0.7,-0.28
19990108,0.52,-0.76,-0.2
19990113,1.45,-1.58,-1.06
19990118,0.92,-0.27,-1.48
19990123,-0.97,1.56,0.28
19990128,-0.5,0.44,0.41
19990202,-0.32,0.28,0.22
19990207,-0.65,0.59,0.39
19990212,-0.93,0.64,0.99
19990217,1.29,-1.93,-0.54
19990222,1.21,-1.33,-0.98
19990227,1.33,-0.93,-1.6
19990304,0.92,-0.42,-1.34
19990309,0.72,-0.27,-1.17
19990314,0.43,0.03,-0.78
19990319,-0.32,0.89,-0.3
19990324,-0.88,1.01,0.59
19990329,-0.5,0.48,0.47
19990403,-0.66,0.64,0.51
19990408,-0.99,1.04,0.81
19990413,-1.28,1.59,0.77
19990418,-1.4,1.35,1.14
19990423,-0.57,0.22,0.83
19990428,0.12,-0.66,0.43
19990503,0.91,-1.18,-0.46
19990508,1.55,-1.39,-1.46
19990513,1.14,-0.89,-1.24
19990518,-0.23,0.54,-0.24
19990523,-0.96,1.2,0.51
19990528,-1.66,1.38,1.59
19990602,-0.94,0.54,1.07
19990607,-0.01,-0.19,0.11
19990612,0.13,-0.33,0.09
19990617,0.3,-0.44,-0.18
19990622,0.43,-0.69,-0.08
19990627,1.58,-1.47,-1.51
19990702,1.55,-1.07,-1.88
19990707,0.72,-0.11,-1.37
19990712,-0.76,1.24,-0.04
19990717,-0.79,1.07,0.34
19990722,-1.22,1.41,0.7
19990727,-1.05,1.14,0.67
19990801,0.14,-0.21,-0.12
19990806,0.17,-0.17,-0.31
19990811,-0.26,0.25,0.11
19990816,1.03,-0.99,-0.99
19990821,2.37,-1.73,-2.75
19990826,1.33,-0.52,-2.08
19990831,0.07,0.28,-0.48
19990905,0.51,-0.42,-0.56
19990910,0.51,-0.42,-0.59
19990915,0.2,-0.2,-0.19
19990920,1.2,-1.08,-1.18
19990925,1.85,-1.38,-1.97
19990930,1.81,-0.9,-2.39
19991005,1.05,-0.33,-1.62
19991010,0.32,0.38,-1.02
19991015,0.42,0.28,-1
19991020,-0.27,0.92,-0.45
19991025,-0.81,1.16,0.26
19991030,-1.4,1.83,0.69
19991104,-1.89,1.8,1.57
19991109,-0.58,0.12,0.87
19991114,1.13,-1.32,-0.8
19991119,0.87,-1.02,-0.62
19991124,1.15,-0.91,-1.32
19991129,-0.07,0.35,-0.35
19991204,-0.29,0.52,0.07
19991209,-0.42,0.57,0.18
19991214,-0.19,0.35,-0.07
19991219,0.19,-0.49,0.14
19991224,0.98,-1.27,-0.54
19991229,0.8,-0.66,-0.86
20000103,0.79,-0.69,-0.74
20000108,0.06,0.31,-0.53
20000113,-0.55,0.9,0.1
20000118,0.07,-0.05,-0.11
20000123,0.63,-0.48,-0.71
20000128,0.96,-0.78,-0.94
20000202,0.58,-0.08,-0.96
20000207,0.29,0.11,-0.58
20000212,0.77,-0.68,-0.76
20000217,1.05,-0.43,-1.5
20000222,-0.69,1.23,-0.02
20000227,-0.25,0.75,-0.3
20000304,-0.66,1.02,0.27
20000309,-1.14,0.97,1.15
20000314,-0.63,0.65,0.47
20000319,-0.3,0.35,0.09
20000324,0.69,-0.71,-0.57
20000329,0.56,-0.44,-0.57
20000403,0.28,0.01,-0.57
20000408,-0.5,0.37,0.6
20000413,0.31,-0.21,-0.39
20000418,-0.88,0.92,0.58
20000423,-0.78,0.84,0.67
20000428,-0.61,0.49,0.57
20000503,-0.76,0.39,0.97
20000508,-0.12,-0.23,0.43
20000513,-0.69,0.47,0.79
20000518,-0.46,0.21,0.74
20000523,0.27,-0.18,-0.46
20000528,-0.38,0.67,0.02
20000602,0.71,-0.23,-1.1
20000607,0.31,0.05,-0.71
20000612,-0.22,0.15,0.24
20000617,0.98,-0.99,-0.75
20000622,0.28,0.18,-0.85
20000627,-0.9,1.27,0.29
20000702,-0.52,0.85,0.05
20000707,-1.93,2.04,1.34
20000712,-1.53,1.14,1.67
20000717,-0.16,-0.16,0.34
20000722,0.02,-0.15,0.04
20000727,1.28,-1.14,-1.23
20000801,1.77,-1.51,-1.72
20000806,0.89,-0.48,-1.15
20000811,0.45,0.15,-0.98
20000816,-1.23,1.73,0.37
20000821,-1.76,2.01,1.13
20000826,-2.38,1.82,2.57
20000831,-0.94,0.42,1.33
20000905,0.66,-1.03,-0.15
20000910,0.6,-0.66,-0.54
20000915,0.55,-0.37,-0.67
20000920,0.99,-0.57,-1.22
20000925,0.77,-0.46,-0.99
20000930,0.8,-0.16,-1.26
20001005,-0.46,1.08,-0.4
20001010,-1.68,1.54,1.47
20001015,-0.95,1.05,0.59
20001020,-0.89,1.21,0.34
20001025,-0.96,0.81,0.84
